kurs,q00_1,q00_2,q06_1,q06_20,q07_1,q08_1,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr,q01
A,6,M,3,4, Weniger als 5 CHF, Bis 20 CHF,Android ,5,5,3,5,5,5,5,5,5,5,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,4,3,3,4,4,5,5,4,4,5,5,3,3,-1,1,5,4,4,5,1,5,4,5,4,4,2,1,4,3,4,4,1,1,2,3,5,1,1,1602
A,6,W,2,4, Nichts, Bis 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,5,1,5,5,1,1,5,1,2,1,5,3,1,1,1,1,3,1,1,1,1,1,4,1,1,1,4,1,4,4,5,5,5,5,5,4,4,5,5,4,4,4,3,3,4,4,5,3,5,5,4,4,3,2,2,5,2,5,5,3,3,5,4,5,4,2,2077
A,5,W,3,5, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,4,5,5,5,5,5,5,5,1,1,1,1,5,-1,1,4,1,3,1,5,2,1,1,1,1,1,1,1,1,2,1,5,1,1,1,3,3,4,4,5,5,5,4,4,5,5,5,5,1,1,4,4,5,5,5,5,5,5,3,5,1,1,5,4,5,5,1,1,3,3,5,4,3,1842
A,5,W,5,5, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,3,-1,-1,3,-1,-1,4,-1,-1,-1,-1,-1,3,1,5,1,-1,5,5,5,5,4,5,4,4,-1,-1,4,5,5,5,4,5,5,5,5,-1,-1,-1,5,3,5,3,-1,-1,4,4,5,4,4,1124
A,4,M,3,3, Bis 10 CHF, Bis 10 CHF,Android ,5,2,4,5,3,4,2,2,5,2,3,3,2,4,3,4,4,3,4,3,2,3,4,3,2,2,2,3,4,2,2,2,5,2,2,4,4,4,4,4,4,4,3,3,1,1,2,2,3,1,2,2,1,4,2,2,3,2,1,1,1,4,3,1,1,3,2,1,4,1,3,2,2,2,5,1647
A,5,M,4,3, Nichts, Nichts,Android ,5,5,-1,5,5,5,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,5,5,5,5,3,3,3,5,3,5,2,2,2,5,4,5,5,4,4,4,5,4,4,3,4,2,5,5,1,1,1,5,5,1,6,1938
A,5,W,2,6, Nichts, Bis 20 CHF,iPhone,5,2,4,3,3,5,5,2,2,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,4,1,1,1,4,1,5,4,5,5,5,2,4,5,5,5,5,2,1,5,5,5,5,4,5,5,5,1,1,1,1,3,1,5,5,1,1,5,5,5,1,7,1812
A,6,W,2,2, Nichts, Weniger als 5 CHF,iPhone,5,5,-1,5,5,5,-1,2,3,5,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,4,-1,-1,1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,1,2,4,2,4,5,5,2,2,4,5,3,3,1,2,4,4,4,5,5,5,5,5,3,4,1,1,4,4,5,2,-1,-1,4,4,5,1,8,2594
A,5,M,3,3, Nichts, Nichts,Android ,5,5,5,5,5,3,3,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,4,2,5,5,4,1,3,5,3,4,-1,1,4,5,2,5,1,5,5,5,1,3,-1,-1,5,1,3,1,-1,-1,1,4,5,5,9,1982
A,5,M,3,4, Nichts, Weniger als 5 CHF,iPhone,5,5,1,5,4,4,3,4,5,5,4,1,1,1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,4,2,5,2,2,5,4,3,3,4,5,4,4,3,2,5,2,3,5,5,5,4,4,3,3,2,2,4,3,5,3,1,1,1,4,5,3,10,1920
A,5,W,4,3, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,4,4,2,2,3,1,2,3,4,4,5,5,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,5,3,3,5,5,4,4,5,5,5,4,3,1,5,4,4,5,1,3,5,4,4,4,4,3,4,2,4,3,1,1,4,4,5,4,11,2484
A,5,W,1,3, Nichts, Mehr als 20 CHF,Android ,5,5,4,5,5,4,3,2,1,5,5,3,1,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,1,5,5,1,3,5,5,1,4,1,1,4,5,3,5,1,1,5,5,4,1,1,4,4,2,4,3,1,1,4,4,5,4,12,2070
A,2,M,1,1, Bis 10 CHF, Bis 10 CHF,iPhone,5,5,3,2,1,5,5,2,4,5,1,5,5,1,1,1,4,5,5,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,4,5,5,3,2,5,5,5,5,5,1,3,4,2,5,1,2,3,4,1,4,5,5,3,1,4,3,1,1,3,4,5,5,13,2027
A,5,M,2,3, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,4,1,1,1,3,3,5,4,4,5,5,1,3,2,5,1,2,2,1,1,3,3,5,1,5,5,5,1,1,1,1,3,1,3,3,1,1,3,3,5,1,14,2427
A,5,W,3,2, Bis 10 CHF, Mehr als 20 CHF,iPhone,4,5,1,5,5,3,1,2,3,5,1,1,1,1,4,1,3,1,1,5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,1,5,5,4,4,5,5,5,5,1,3,3,4,4,5,1,4,4,4,4,4,3,2,5,1,3,3,1,1,4,3,5,1,15,2163
A,4,M,3,3, Nichts, Nichts,Android ,5,5,5,-1,4,5,1,4,5,4,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,5,3,1,5,4,3,2,2,4,1,1,1,4,1,3,4,5,3,4,4,4,2,4,2,1,4,1,4,4,1,1,3,3,4,1,16,1447
A,5,W,2,3, Nichts, Mehr als 20 CHF,iPhone,5,5,4,5,4,4,5,4,4,5,1,1,4,1,1,1,1,1,1,5,3,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,1,4,5,3,3,4,4,5,3,3,4,1,4,4,3,4,2,4,5,4,4,1,1,1,3,2,4,2,1,1,3,4,5,1,17,2744
A,5,W,4,3, Nichts, Mehr als 20 CHF,Andere,5,5,4,5,4,5,5,4,3,5,3,5,3,1,1,2,3,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,4,5,1,1,1,3,4,5,1,1,5,5,1,4,5,5,3,3,3,1,4,3,3,5,4,5,5,5,1,2,1,3,4,1,4,1,1,1,1,1,5,1,18,1766
A,5,M,4,4, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,4,5,4,5,5,5,5,5,5,4,1,2,1,1,1,1,2,1,2,2,2,1,1,2,4,1,1,5,1,4,4,1,1,1,1,3,3,4,4,2,5,5,4,4,4,5,5,1,4,1,2,5,2,5,5,4,5,5,4,5,4,1,1,5,3,4,4,1,1,3,4,5,3,19,1957
A,5,W,2,4, Weniger als 5 CHF, Nichts,iPhone,5,5,1,4,5,5,5,5,5,5,4,1,1,1,5,3,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,5,5,4,4,5,5,4,4,3,1,4,4,4,5,1,4,5,5,4,3,2,1,3,1,5,5,1,1,4,3,5,5,20,2422
A,7,W,4,5, Bis 10 CHF, Bis 20 CHF,Android ,5,5,1,3,5,4,-1,3,4,4,1,1,1,1,1,2,1,5,1,5,2,1,1,2,1,3,1,1,1,3,4,1,4,2,2,1,1,3,2,3,2,4,5,3,3,2,5,5,1,3,1,1,5,3,3,5,2,4,5,3,3,3,1,1,2,3,4,4,1,1,2,3,5,4,21,2046
A,6,W,4,5, Bis 10 CHF, Bis 20 CHF,iPhone,5,4,2,4,4,5,2,2,5,5,1,1,1,1,1,1,4,1,1,5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,5,5,4,4,5,5,2,5,1,1,5,5,4,5,2,4,5,5,5,4,4,4,4,2,4,4,1,1,3,4,5,2,22,2232
A,5,W,4,3, Bis 10 CHF, Mehr als 20 CHF,iPhone,5,5,2,5,5,3,1,4,3,5,4,1,1,1,1,3,1,1,1,4,1,4,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,3,4,4,4,4,5,4,4,4,4,5,3,4,1,1,4,4,4,5,2,5,5,5,5,5,1,1,5,2,4,1,1,1,2,3,5,1,23,2691
A,6,W,4,5, Nichts, Mehr als 20 CHF,iPhone,5,5,1,5,5,5,5,5,4,4,3,3,1,1,1,1,4,1,1,4,1,5,1,1,1,3,1,1,1,2,1,4,1,1,1,1,1,3,1,5,4,5,5,4,4,4,5,5,2,3,4,1,3,3,3,5,2,1,5,4,5,4,4,1,4,1,4,4,1,1,3,4,5,1,24,1890
A,5,M,2,6, Bis 20 CHF, Bis 20 CHF,Android ,5,4,2,4,4,4,4,4,3,5,3,3,3,3,3,1,4,1,1,5,2,2,1,3,1,5,1,1,3,3,5,1,1,1,1,1,1,4,3,5,4,4,5,4,4,5,5,5,4,4,5,2,3,4,5,5,4,5,5,5,5,2,4,1,5,2,5,3,2,1,4,4,5,1,25,2763
A,4,W,1,4, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,4,5,4,5,4,4,4,5,5,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,3,5,3,4,5,4,4,4,5,5,1,4,3,1,3,4,4,5,1,4,4,4,5,1,1,1,5,4,5,2,1,1,2,4,5,2,26,2102
A,4,W,1,4, Nichts, Bis 10 CHF,iPhone,5,5,4,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,5,3,1,1,5,1,3,3,5,3,3,1,1,1,3,3,5,1,5,5,5,2,1,2,1,2,1,1,5,1,1,4,4,4,1,27,2791
A,7,W,4,5, Bis 20 CHF, Mehr als 20 CHF,iPhone,5,5,2,5,5,3,3,1,3,5,4,5,1,1,5,1,1,3,1,5,1,3,1,1,1,1,5,1,1,1,2,1,1,3,1,1,1,2,1,5,4,5,5,3,3,3,3,5,5,2,2,1,2,3,3,5,1,5,5,5,3,3,1,1,4,2,4,4,1,1,4,5,5,3,28,2229
A,5,M,1,1,NA,NA,Android ,5,5,3,4,4,5,4,4,4,5,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,4,5,4,1,2,4,5,2,3,1,1,4,3,3,5,1,4,1,5,1,1,1,1,4,1,4,3,1,1,2,4,5,1,29,1460
A,3,W,4,3, Bis 10 CHF, Bis 10 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,2,4,5,5,1,1,5,5,5,5,5,1,1,5,4,5,1,1,5,3,5,2,1,2,4,1,5,5,1,1,3,4,5,1,30,2004
A,5,M,4,4,NA,NA,Android ,1,1,1,1,1,1,1,1,1,2,2,2,-1,-1,-1,3,-1,4,-1,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,2,5,-1,2,2,-1,-1,3,4,2,2,4,-1,-1,-1,4,2,-1,5,5,3,3,5,5,-1,2,4,2,2,-1,-1,4,2,-1,4,31,2527
A,4,W,2,3, Nichts, Nichts,Android ,5,5,1,5,5,5,5,4,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,4,2,3,5,4,1,1,4,5,3,3,3,1,2,3,3,4,2,3,5,4,4,2,1,1,2,1,4,2,1,1,2,3,4,2,32,1993
A,5,W,3,4, Nichts, Mehr als 20 CHF,Android ,5,5,1,5,4,3,3,3,2,5,1,5,2,1,1,1,3,1,1,5,1,3,5,4,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,5,3,2,4,3,2,3,5,5,3,3,3,1,4,4,4,4,3,2,4,5,4,3,5,1,3,1,5,1,1,1,3,4,2,2,33,2653
A,4,W,1,3, Nichts, Bis 20 CHF,iPhone,5,4,1,4,5,5,5,5,5,5,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,4,5,3,4,5,5,4,4,4,5,2,3,1,1,1,5,4,5,3,5,4,4,4,4,1,3,2,4,5,3,1,1,1,3,4,1,34,2326
A,6,M,5,5, Nichts, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,2,3,1,1,5,1,1,1,1,5,4,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,2,2,5,5,2,5,2,1,1,2,5,2,2,1,1,4,3,3,4,4,5,5,5,5,4,1,1,1,1,5,5,1,1,2,4,5,1,35,2799
A,5,W,2,2, Nichts, Nichts,iPhone,5,4,1,3,4,5,-1,2,5,5,5,1,1,1,1,2,1,4,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,4,2,4,5,4,1,1,4,5,5,2,1,1,4,1,4,5,2,5,5,4,2,2,1,1,4,2,4,4,1,1,2,1,4,4,36,2752
A,5,W,4,4, Nichts, Mehr als 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5,3,4,5,5,5,5,2,5,4,4,4,1,4,4,5,5,1,3,5,5,5,4,1,1,5,1,5,3,1,1,3,4,5,1,37,2251
A,5,M,2,4, Nichts, Mehr als 20 CHF,Android ,5,2,4,2,5,5,5,4,4,4,4,-1,-1,3,-1,2,-1,-1,-1,5,-1,-1,-1,3,-1,-1,-1,-1,3,2,3,2,-1,3,-1,-1,-1,3,3,4,3,3,5,4,2,3,4,4,4,3,-1,-1,-1,3,3,4,4,5,5,4,4,3,-1,-1,4,2,3,2,-1,-1,3,4,5,-1,38,2277
A,5,M,3,4, Nichts, Mehr als 20 CHF,Android ,5,5,3,5,5,5,5,5,3,5,3,5,1,2,1,1,1,1,1,5,1,1,1,3,1,4,1,1,3,3,4,1,2,3,1,1,1,3,1,4,4,2,5,5,3,4,4,5,3,4,4,1,4,3,4,5,2,4,3,5,4,4,1,1,4,1,5,5,1,1,3,4,5,1,39,2502
A,4,M,2,4, Bis 20 CHF, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,5,5,3,1,1,5,1,3,1,1,3,3,3,4,4,4,5,4,1,1,1,1,5,1,4,4,1,1,4,1,1,1,40,1990
A,5,W,3,4, Bis 20 CHF, Mehr als 20 CHF,Android ,-1,4,4,-1,-1,5,-1,5,4,5,5,4,1,1,1,4,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,1,4,4,5,2,3,5,4,3,3,5,5,4,3,2,1,4,4,3,4,1,5,5,2,4,2,3,2,4,3,4,4,2,1,3,4,5,3,41,2618
A,6,M,4,3, Bis 10 CHF, Bis 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,5,1,1,5,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,3,3,5,4,3,5,5,3,3,4,5,4,4,4,4,5,4,4,5,3,4,5,4,4,4,3,2,3,1,4,3,1,1,3,4,5,4,42,2049
A,7,M,2,1, Nichts, Nichts,iPhone,5,4,-1,4,4,2,3,4,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,3,5,4,1,4,3,5,1,3,1,1,3,5,4,5,2,5,5,5,2,1,1,1,1,1,4,4,1,1,1,3,1,1,43,2317
A,6,W,4,4, Bis 20 CHF, Mehr als 20 CHF,iPhone,5,5,4,5,5,5,5,5,5,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,5,5,3,2,4,5,4,4,2,2,1,4,3,5,3,5,5,4,5,1,1,1,5,4,5,2,1,1,4,4,-1,1,44,2289
A,5,M,4,4, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,4,5,1,3,3,2,3,4,3,4,1,2,4,4,1,3,1,2,2,5,3,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,2,4,3,5,5,4,4,4,4,5,3,3,3,1,2,3,3,5,3,3,5,5,5,3,2,1,5,2,5,-1,-1,-1,3,3,5,4,45,2235
A,5,M,2,3, Nichts, Nichts,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,3,1,2,1,5,4,4,1,3,1,3,1,1,3,1,1,1,1,1,1,1,2,3,1,5,5,2,5,5,2,4,5,5,5,4,1,1,4,4,4,5,5,5,5,5,5,1,1,1,4,1,3,3,1,1,5,4,5,5,46,1946
A,4,M,3,3, Nichts, Mehr als 20 CHF,iPhone,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,5,4,4,5,4,4,4,4,5,1,3,1,1,3,1,4,5,1,5,5,5,5,4,1,1,4,1,1,4,1,1,4,4,5,4,47,1857
A,4,W,3,5, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,4,1,4,5,4,3,4,3,4,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,4,4,1,5,3,1,4,2,5,1,3,1,1,1,4,4,4,5,3,4,5,5,2,1,1,3,1,3,2,1,1,3,4,5,1,48,2191
A,5,M,5,3, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,5,5,5,5,4,4,4,5,3,4,2,1,1,1,1,4,5,4,4,4,1,1,1,1,2,2,4,1,3,1,2,5,1,3,1,3,1,5,3,3,5,4,2,2,4,5,5,4,4,1,5,3,3,5,4,4,4,4,4,4,1,2,4,1,4,4,4,4,4,4,5,3,49,2402
A,4,M,4,4, Nichts, Bis 10 CHF,Android ,5,5,1,4,5,5,4,4,3,5,1,1,1,1,5,2,1,1,1,4,4,1,1,3,1,3,2,3,4,4,1,1,1,1,1,1,1,4,3,4,4,3,5,5,4,4,4,4,3,4,4,1,4,4,4,4,4,5,4,4,3,3,1,2,4,3,4,2,2,1,2,4,5,1,50,2252
A,7,M,2,6,NA,NA,Android ,5,5,2,5,5,2,3,5,5,5,5,5,1,1,1,1,3,1,1,5,1,1,1,1,1,3,1,1,1,1,1,1,1,5,1,5,-1,5,3,5,4,1,5,5,4,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,4,4,1,1,3,5,5,1,5,3,5,5,1,51,1249
A,5,M,2,4, Nichts, Nichts,Android ,5,5,2,5,5,5,4,4,4,5,1,4,1,5,4,1,2,1,1,4,4,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,3,5,2,2,5,4,2,2,4,5,4,3,2,1,5,4,3,5,1,1,1,5,5,4,3,3,4,1,5,5,1,1,3,3,4,3,52,2074
A,6,M,4,4, Nichts, Mehr als 20 CHF,Android ,3,5,2,5,3,3,4,3,4,4,-1,-1,-1,3,4,-1,-1,2,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,-1,-1,1,4,2,4,5,3,2,4,3,5,3,3,3,2,3,3,4,5,2,4,4,5,4,1,1,1,4,4,5,2,2,-1,2,3,5,1,53,1862
A,5,W,2,5, Nichts, Bis 10 CHF,Android ,5,5,4,5,5,5,5,5,4,4,1,4,1,1,1,1,1,1,1,3,4,1,1,2,1,3,1,1,3,2,5,1,1,4,1,1,1,1,2,3,1,2,5,4,2,2,5,5,5,4,4,1,3,4,3,4,3,2,4,4,5,4,1,1,4,1,4,2,1,1,3,3,4,1,54,2574
A,4,W,2,3, Weniger als 5 CHF, Bis 20 CHF,Android ,-1,5,2,1,5,3,2,2,2,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,2,-1,4,5,-1,-1,3,4,-1,4,3,4,2,1,3,5,5,-1,2,3,-1,-1,1,3,1,3,-1,2,-1,-1,2,2,3,4,-1,1,55,1846
A,4,W,5,4, Nichts, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,4,4,3,1,1,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,5,5,1,1,1,4,1,5,3,4,5,5,3,3,5,5,5,5,5,2,4,3,3,5,1,5,5,3,5,5,1,1,5,2,5,3,1,1,4,4,4,1,56,1912
A,6,M,3,2, Weniger als 5 CHF, Bis 10 CHF,iPhone,5,5,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,2,2,3,4,2,5,5,4,4,4,1,4,5,1,1,4,4,3,2,2,4,4,3,4,4,2,4,5,4,5,5,2,3,4,3,4,4,57,1466
A,5,M,2,4, Weniger als 5 CHF, Weniger als 5 CHF,Android ,5,5,2,-1,5,5,-1,3,3,4,5,1,1,5,1,2,1,1,1,1,1,1,2,1,2,1,2,1,3,1,1,1,1,5,1,1,1,3,1,2,2,1,4,3,2,3,5,5,2,2,2,1,1,2,2,3,1,3,3,4,1,1,1,1,3,2,4,4,2,1,1,1,3,1,58,1913
A,6,W,4,4, Nichts, Bis 20 CHF,iPhone,5,5,2,5,5,5,5,5,5,4,4,1,4,1,1,3,1,2,1,5,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,5,2,2,5,5,5,3,-1,1,4,4,4,4,3,5,5,5,5,2,1,1,4,1,4,3,-1,-1,2,3,5,2,59,1573
A,4,W,2,2, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,4,4,4,5,4,5,5,4,5,2,2,5,1,1,2,2,1,5,4,1,1,1,1,1,3,1,1,1,1,1,2,1,4,1,1,1,3,1,4,4,1,5,4,1,1,5,4,4,4,1,1,4,4,4,5,1,5,4,4,1,2,1,1,1,1,4,4,1,1,1,4,3,4,60,1758
A,6,W,2,5, Nichts, Bis 10 CHF,iPhone,5,5,4,5,5,5,5,5,5,4,1,4,5,1,1,1,3,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,1,1,4,4,3,5,4,2,5,5,1,1,5,5,2,4,1,1,5,2,2,5,1,5,5,5,5,4,4,4,5,1,5,5,1,1,3,3,5,1,61,2018
A,6,M,5,3, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,5,4,-1,5,5,5,4,5,5,3,1,1,1,1,2,1,1,1,5,1,3,1,4,1,2,4,1,4,3,1,1,1,1,1,1,1,4,1,4,1,4,5,5,4,4,4,5,4,3,3,1,5,4,3,5,4,5,5,4,4,2,1,2,4,2,4,3,1,1,3,3,5,4,62,1820
A,6,M,2,5, Nichts, Mehr als 20 CHF,Android ,5,5,4,5,5,5,5,5,5,5,5,-1,-1,5,-1,-1,3,-1,5,5,-1,4,-1,-1,2,-1,-1,-1,2,-1,-1,3,-1,-1,-1,-1,-1,4,2,4,4,1,5,4,3,1,4,4,4,4,4,1,5,3,3,4,4,5,5,5,5,4,3,3,4,2,4,4,1,1,2,3,5,4,63,2022
A,5,M,2,3, Nichts, Nichts,Android ,5,5,2,5,3,2,2,2,5,4,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,4,2,2,1,1,5,4,2,3,4,3,4,4,3,1,3,2,3,5,1,3,5,2,4,2,1,1,3,1,3,4,1,1,1,2,3,1,64,1245
A,3,M,1,3, Bis 10 CHF, Bis 20 CHF,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,-1,-1,2,2,-1,-1,-1,-1,-1,1,4,-1,2,2,-1,4,4,2,2,-1,2,1,-1,-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2763
A,5,W,2,4, Nichts, Bis 20 CHF,iPhone,5,5,5,5,5,5,5,5,4,4,2,-1,-1,-1,-1,-1,-1,-1,2,4,-1,4,-1,-1,3,-1,-1,-1,4,2,4,4,-1,5,-1,-1,-1,-1,-1,5,3,4,5,5,-1,-1,5,5,4,4,-1,5,4,-1,3,4,3,5,5,5,5,3,-1,-1,4,1,4,4,-1,-1,3,4,5,4,66,1920
A,4,W,4,4, Bis 10 CHF, Bis 20 CHF,iPhone,5,5,-1,5,5,5,-1,5,5,5,4,-1,-1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,3,1,5,5,4,4,5,5,5,3,5,3,5,4,5,5,5,4,5,5,3,-1,-1,3,-1,5,2,1,-1,5,5,5,5,-1,67,2490
A,6,M,5,3, Nichts, Bis 20 CHF,Android ,5,5,2,5,4,3,-1,5,4,4,-1,-1,-1,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,2,4,5,5,3,2,3,5,1,4,1,3,3,2,2,5,5,5,5,5,2,3,1,2,4,1,4,3,1,1,1,4,4,3,68,2327
A,7,W,5,4, Weniger als 5 CHF, Nichts,iPhone,-1,-1,1,-1,-1,-1,-1,-1,-1,4,5,4,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,3,-1,-1,-1,2,4,5,4,4,5,4,2,2,4,5,3,4,2,1,3,3,3,4,2,5,5,3,4,3,2,1,4,2,4,4,1,1,3,3,5,1,69,1504
A,6,W,2,3, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,4,2,3,4,5,5,5,4,5,4,4,1,1,1,1,2,5,1,1,1,3,1,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,4,4,3,4,5,5,2,2,4,5,4,4,4,1,3,3,3,4,2,5,5,4,4,3,3,1,4,4,4,4,1,1,3,1,5,4,70,2286
