kurs,q00_1,q00_2,q06_1,q06_20,q07_1,q08_1,q09_1,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q16_8,q16_9,q16_10,q16_11,q16_12,q16_13,q16_14,q16_15,q16_16,q16_17,q16_18,q16_19,q16_20,q16_21,q16_22,q16_23,q16_24,q16_25,q16_26,q16_27,q16_28,q16_29,q16_30,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q18_11,q18_12,q18_13,q18_14,q18_15,q18_16,q18_17,q18_18,q18_19,q18_20,q18_21,q18_22,q18_23,q18_24,q18_25,q18_26,q18_27,q18_28,q18_29,q18_30,q18_31,q18_32,q18_33,q18_34,q18_35,nr,q01
B,4,W,3,4, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,5,5,5,-1,-1,5,5,4,-1,-1,2,1,1,1,4,-1,-1,-1,4,4,1,1,-1,3,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,5,5,4,4,5,5,4,4,3,2,4,4,4,4,3,4,5,5,1,4,1,4,4,2,3,3,-1,-1,3,3,5,3,228,1783
B,6,W,1,4, Bis 10 CHF, Mehr als 20 CHF,Android ,5,5,-1,5,4,5,2,2,2,5,-1,-1,-1,-1,-1,2,-1,-1,-1,5,-1,-1,-1,2,-1,2,1,-1,2,2,2,-1,-1,3,-1,-1,-1,4,1,5,3,3,5,5,4,5,5,5,5,5,2,-1,-1,5,5,5,2,5,4,4,-1,3,-1,-1,5,2,5,2,-1,-1,2,3,5,4,229,1237
B,5,W,1,3, Nichts, Nichts,iPhone,5,3,2,4,5,5,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,2,1,5,5,2,1,4,5,1,4,1,1,4,3,3,4,3,4,5,3,1,1,1,1,4,1,5,1,1,1,1,3,5,1,230,1519
B,3,M,1,5, Nichts, Mehr als 20 CHF,iPhone,5,1,5,5,5,-1,5,5,5,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,2,1,5,5,3,3,3,5,1,4,1,1,4,5,3,5,1,1,3,3,1,3,1,1,3,1,4,1,1,1,1,5,3,1,231,2432
B,4,M,2,2, Nichts, Nichts,Android ,5,-1,1,3,4,5,5,5,5,5,-1,-1,1,-1,5,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,3,1,4,1,2,4,4,2,1,4,3,3,3,2,1,4,3,4,5,1,5,5,4,1,3,1,1,4,1,2,3,1,1,1,1,5,1,232,1563
B,5,W,4,3, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,4,4,4,4,4,5,5,5,4,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,4,4,5,5,4,4,4,5,5,5,4,1,4,4,4,4,2,3,5,2,4,2,2,2,4,4,4,4,1,1,2,3,5,2,233,1693
B,5,W,1,3, Nichts, Weniger als 5 CHF,Android ,5,4,-1,4,4,-1,-1,5,4,4,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,5,4,1,2,4,4,3,4,-1,1,3,3,3,4,1,1,1,3,1,1,1,2,3,1,4,1,1,1,2,3,4,1,234,2349
B,2,W,1,3, Nichts, Nichts,Android ,5,1,2,1,1,3,2,3,2,5,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,2,2,3,3,2,2,3,5,3,3,4,5,2,4,4,4,1,1,1,3,1,1,1,3,5,1,2,1,1,1,1,1,3,1,235,1904
B,5,W,1,3, Nichts, Weniger als 5 CHF,Android ,5,4,3,3,4,4,4,3,3,5,1,1,1,1,1,3,3,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,4,5,4,1,1,5,5,5,4,1,1,3,3,3,5,1,4,5,5,1,1,1,1,4,3,4,4,1,1,1,1,5,1,236,2436
B,5,W,1,4, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,5,3,5,5,5,4,5,4,4,1,1,2,1,5,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,5,1,1,5,5,1,1,5,4,4,4,1,1,4,3,3,5,2,5,5,2,3,4,1,4,5,1,4,4,1,1,1,4,4,1,237,1896
B,4,W,1,2, Nichts, Nichts,Android ,5,5,-1,4,5,4,4,5,4,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,4,-1,-1,-1,3,1,4,1,3,5,4,3,3,4,5,4,4,-1,1,2,3,4,4,4,4,5,4,4,4,-1,1,5,3,4,4,-1,-1,1,2,5,1,238,2440
B,4,W,1,2, Weniger als 5 CHF, Nichts,iPhone,5,5,2,5,4,4,5,5,5,5,5,4,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,4,5,5,2,2,5,3,4,4,4,5,4,4,2,1,5,5,4,5,4,4,5,4,1,1,1,1,4,3,4,4,1,1,2,1,5,1,239,2166
B,4,W,1,4, Nichts, Nichts,Android ,5,4,1,2,4,5,3,2,3,5,3,4,1,1,1,4,1,1,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,4,3,3,4,5,4,3,2,1,3,4,4,5,3,4,4,4,2,4,1,1,4,2,4,2,2,2,2,4,2,1,240,1385
B,5,M,2,2, Nichts, Nichts,iPhone,2,5,3,5,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,3,2,5,3,5,5,4,3,4,3,5,1,3,1,1,1,1,5,1,1,5,5,5,5,2,1,1,1,1,1,4,1,1,1,4,1,1,241,1961
B,4,M,4,2,NA,NA,iPhone,5,4,2,4,5,5,5,4,4,5,1,5,4,1,1,1,1,4,1,5,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,5,5,3,3,3,5,2,2,2,4,5,3,3,5,2,1,1,5,5,4,1,1,4,1,4,4,1,1,3,4,5,4,242,1657
B,6,W,4,4, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,5,5,5,5,5,5,5,5,5,2,2,1,1,4,2,1,1,1,4,1,1,1,3,1,1,1,1,2,3,1,2,1,2,1,1,1,2,2,5,4,2,5,4,4,4,4,4,4,3,2,1,4,3,3,4,3,4,4,3,4,2,2,1,4,1,2,2,1,1,2,4,5,1,243,1700
B,2,M,-999,-999,NA,NA,iPhone,5,2,2,2,4,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,3,4,4,5,5,3,4,4,4,5,1,3,3,1,5,5,2,5,1,1,5,3,4,3,1,4,3,3,4,3,1,1,2,3,5,1,244,1496
B,3,W,1,3,NA,NA,Android ,5,2,-1,2,5,-1,5,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,1,2,5,4,-1,-1,4,5,3,3,1,1,3,3,4,5,1,1,3,4,1,2,1,1,4,1,4,2,1,1,2,1,4,1,245,1990
B,5,M,1,4, Weniger als 5 CHF, Bis 20 CHF,Android ,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,4,4,1,4,4,5,3,3,3,1,3,3,3,4,5,4,4,4,1,1,1,1,3,1,4,1,1,1,3,1,5,1,246,2219
B,3,M,2,5, Bis 20 CHF, Bis 20 CHF,Android ,5,4,1,4,3,-1,4,4,3,4,1,1,1,1,1,1,1,1,1,3,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,2737
B,6,M,4,5, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,2,2,5,5,4,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4,5,4,2,5,5,5,2,4,4,1,5,4,2,5,3,3,5,4,5,3,2,1,4,4,4,4,1,1,2,3,5,1,248,2141
B,4,M,3,4, Nichts, Mehr als 20 CHF,Android ,5,4,4,4,4,3,-1,4,4,5,3,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,4,2,1,5,5,1,1,5,5,4,3,1,1,5,4,3,5,4,5,5,5,4,1,1,1,4,1,4,4,1,1,3,3,5,2,249,1436
B,6,M,4,4, Bis 10 CHF, Bis 20 CHF,Android ,5,4,2,2,4,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,5,-1,-1,5,-1,-1,-1,-1,-1,5,4,-1,5,5,5,4,4,5,4,4,4,-1,5,5,5,5,4,5,5,5,5,-1,-1,-1,4,-1,5,-1,-1,-1,3,3,5,-1,250,1653
B,5,M,1,3, Bis 20 CHF, Mehr als 20 CHF,Android ,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,5,2,3,4,5,2,2,2,1,2,1,3,3,1,1,5,5,5,5,251,2182
B,3,M,1,3, Bis 10 CHF, Nichts,Mobiltelefon,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,1961
B,5,M,2,4, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,5,5,5,5,5,5,5,1,3,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,4,5,3,5,4,3,3,5,5,1,3,1,1,4,3,4,4,1,1,5,4,4,2,1,1,3,1,4,4,1,1,3,4,5,1,253,1784
B,5,W,2,3, Weniger als 5 CHF, Nichts,iPhone,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,5,5,2,2,4,5,5,4,1,1,4,3,2,4,1,1,5,4,4,4,1,3,4,1,4,2,1,1,1,3,5,2,254,1374
B,6,M,4,4, Weniger als 5 CHF, Weniger als 5 CHF,Android ,5,4,4,4,4,5,5,5,5,5,2,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,2,1,3,1,1,1,3,4,1,4,4,4,5,5,5,5,2,4,5,5,5,1,1,4,4,3,4,5,2,5,5,5,5,2,2,3,5,5,5,5,1,4,3,3,5,2,255,2009
B,6,M,4,3, Bis 10 CHF, Bis 10 CHF,Android ,5,5,-1,5,5,5,3,4,4,5,1,1,1,1,1,2,2,1,1,4,1,3,1,4,1,3,1,1,4,2,1,1,1,1,1,1,1,4,2,4,3,4,5,4,2,4,4,5,5,3,2,2,3,4,4,4,4,3,3,5,4,1,1,1,3,3,5,4,1,1,2,4,5,2,256,1472
B,5,W,4,3, Bis 10 CHF, Nichts,Android ,5,5,1,5,5,5,4,4,5,5,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,5,5,5,5,3,5,3,5,1,3,1,1,1,4,4,4,1,1,1,3,1,1,1,3,5,3,5,5,2,1,1,4,5,3,257,1913
B,6,M,4,4, Bis 10 CHF, Nichts,iPhone,3,5,4,5,5,2,3,2,4,5,-1,-1,5,-1,-1,3,4,-1,-1,5,-1,3,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,2,1,4,2,3,5,3,4,3,4,5,4,3,2,2,3,2,2,5,2,4,4,4,3,2,1,2,3,1,5,2,1,1,2,1,5,1,258,2092
B,3,M,2,2, Weniger als 5 CHF, Mehr als 20 CHF,Android ,5,5,3,4,4,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,3,2,5,4,2,2,3,5,3,2,1,2,1,4,4,5,2,1,4,4,5,2,1,1,3,1,4,4,1,1,2,3,5,2,259,1637
B,3,W,1,1, Nichts, Mehr als 20 CHF,iPhone,5,5,1,5,4,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,3,5,5,2,5,2,2,1,1,1,4,3,5,1,1,5,1,1,3,1,1,5,1,3,3,1,1,2,5,5,3,260,1653
B,6,M,-999,-999, Weniger als 5 CHF, Bis 10 CHF,Andere,5,5,2,3,5,5,5,5,4,5,5,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,2224
B,4,W,2,3, Weniger als 5 CHF, Weniger als 5 CHF,iPhone,5,3,2,3,5,5,5,5,5,5,1,1,5,1,1,1,1,5,5,4,4,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,4,3,5,4,3,5,4,4,4,4,5,4,3,3,2,2,3,3,5,1,5,5,5,3,3,1,3,5,1,3,3,1,1,5,3,5,3,262,1937
B,6,M,4,5, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,5,1,4,4,5,4,3,1,5,5,1,1,1,1,4,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,2,5,4,3,4,3,5,4,4,4,1,4,5,4,4,5,4,5,5,5,1,1,1,4,1,5,5,1,1,4,4,5,1,263,2368
B,4,W,1,1,NA,NA,Android ,5,4,2,4,3,2,1,5,5,5,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,5,1,2,1,1,5,1,4,1,1,4,4,4,4,2,1,2,2,2,2,1,1,4,1,4,1,1,1,1,2,5,1,264,1870
B,4,W,2,4, Weniger als 5 CHF, Bis 10 CHF,Android ,5,4,1,4,3,5,2,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,2,-1,-1,-1,-1,3,-1,-1,5,-1,-1,-1,3,1,4,2,-1,5,5,5,5,1,5,1,1,1,1,5,4,4,5,1,1,1,5,4,5,1,1,4,1,4,3,1,-1,2,4,3,1,265,2358
B,5,M,1,1, Weniger als 5 CHF, Bis 10 CHF,Android ,5,4,2,5,5,4,5,4,4,-1,-1,5,-1,-1,5,3,-1,-1,-1,5,-1,5,-1,-1,-1,3,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,4,1,5,5,3,4,1,5,3,1,2,1,1,5,5,5,4,4,4,5,5,3,-1,1,3,1,5,4,1,1,4,4,5,1,266,1895
B,4,W,1,3, Nichts, Mehr als 20 CHF,Andere,5,4,2,2,4,5,5,2,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,2,2,5,4,2,4,5,5,5,5,5,1,1,4,4,5,1,4,5,5,1,3,1,5,4,2,4,1,1,1,2,3,5,1,267,2128
B,4,M,2,1, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,5,3,5,5,5,5,5,2,5,2,1,1,1,5,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,5,5,2,5,5,4,4,5,5,2,5,2,1,4,4,4,5,1,4,1,5,4,4,1,2,3,1,4,5,1,1,2,5,5,1,268,1726
B,5,M,4,4, Nichts, Mehr als 20 CHF,Android ,5,5,5,5,5,5,-1,4,5,5,-1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,4,2,5,3,3,5,5,4,4,5,5,5,5,1,1,3,4,3,5,5,2,5,4,4,3,1,1,4,1,3,3,2,1,2,4,5,1,269,2054
B,4,W,2,3, Nichts, Bis 20 CHF,iPhone,5,5,-1,5,4,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,3,1,3,4,5,1,2,1,1,1,4,4,5,4,5,5,4,5,1,1,1,4,1,5,2,1,1,1,3,5,1,270,1871
B,3,M,2,3, Weniger als 5 CHF, Nichts,Android ,5,5,3,5,5,5,5,5,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,1,5,4,2,2,3,5,4,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,1,5,5,1,1,1,4,4,1,271,2395
B,6,M,3,4, Nichts, Nichts,iPhone,5,5,1,5,5,5,5,5,5,4,5,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,1,4,3,4,5,5,4,5,4,4,5,4,4,5,4,5,5,5,2,3,5,5,3,2,1,1,5,4,4,4,1,4,3,4,5,2,272,1586
B,5,M,4,5, Weniger als 5 CHF, Mehr als 20 CHF,iPhone,5,4,3,4,4,5,4,4,5,5,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,5,4,4,5,5,2,3,5,5,4,4,3,1,5,3,3,5,2,4,5,4,5,2,1,2,5,1,4,4,1,1,3,4,5,1,273,2333
B,7,M,1,1, Nichts, Bis 10 CHF,iPhone,5,5,1,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,3,5,4,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,4,3,5,5,3,5,4,1,3,5,5,3,5,1,1,5,4,3,5,4,5,5,5,5,5,3,3,5,4,4,3,1,1,1,4,5,1,274,2323
B,5,W,3,3, Nichts, Bis 10 CHF,iPhone,5,4,4,3,4,5,-1,4,3,4,3,1,1,1,1,2,1,1,1,4,3,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,3,1,5,3,4,5,4,1,2,1,4,1,4,1,1,3,4,3,5,2,4,4,4,5,3,1,1,5,1,4,4,1,1,1,3,5,1,275,2061
B,5,M,3,2, Bis 10 CHF, Bis 10 CHF,Android ,5,4,3,3,3,4,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,5,5,-1,-1,-1,2,3,-1,-1,1,5,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,276,1941
B,6,W,1,4, Nichts, Bis 20 CHF,Android ,5,4,3,4,4,5,-1,3,3,5,1,1,4,1,1,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,3,2,3,5,5,4,3,4,5,1,1,1,1,4,4,4,5,3,1,5,4,4,4,3,4,4,2,4,2,1,1,1,3,5,3,277,1385
B,3,W,1,4, Weniger als 5 CHF, Bis 10 CHF,Android ,5,5,5,5,5,4,3,5,5,5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,4,4,3,1,5,1,4,1,2,5,5,4,5,4,5,5,4,5,5,1,4,4,3,5,4,1,1,3,4,5,1,278,1186
B,4,M,4,4, Weniger als 5 CHF, Bis 20 CHF,Android ,5,5,5,5,5,5,4,5,5,1,5,1,3,1,5,3,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,4,3,5,5,2,2,5,5,5,5,3,3,3,3,4,4,3,3,5,5,3,5,5,5,5,5,4,1,1,1,4,4,5,1,279,1625
B,3,W,1,5, Nichts, Bis 20 CHF,Android ,5,4,4,3,4,3,3,2,2,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,3,5,5,4,4,4,5,3,3,1,1,3,4,5,5,1,2,4,3,3,1,1,5,4,1,4,4,1,1,2,2,4,1,280,1912
B,6,W,3,3, Nichts, Bis 10 CHF,iPhone,5,4,3,4,5,5,5,4,5,5,1,5,4,1,1,1,1,1,1,5,1,5,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,3,3,5,3,5,5,4,3,3,5,5,3,4,3,3,2,2,4,5,1,5,5,5,4,4,2,1,4,2,4,3,1,2,3,4,5,3,281,1799
B,4,M,2,3, Bis 10 CHF, Nichts,iPhone,5,5,2,5,5,4,5,3,2,5,2,5,5,1,5,1,1,5,5,5,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,3,3,5,4,1,5,5,3,4,5,5,1,3,3,1,2,4,4,4,1,4,4,4,3,3,2,2,1,1,4,4,1,1,3,3,1,1,282,1000
B,5,W,3,4, Weniger als 5 CHF, Bis 20 CHF,iPhone,5,5,3,4,5,5,5,5,4,5,4,4,4,1,5,1,1,1,1,2,4,1,1,1,1,2,5,1,1,1,1,1,1,-1,1,1,1,3,2,5,2,2,5,5,-1,2,5,5,4,4,1,1,5,4,3,5,3,5,5,4,3,2,2,2,5,4,5,5,1,4,3,3,5,3,283,1168
B,6,M,2,5, Weniger als 5 CHF, Nichts,Android ,5,5,-1,2,4,-1,2,5,4,5,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,5,4,4,5,5,4,4,5,5,5,5,5,1,4,5,4,5,4,4,3,5,4,4,3,2,5,4,5,2,4,1,2,3,5,1,284,1783
B,5,M,3,3, Nichts, Mehr als 20 CHF,Android ,5,5,4,4,5,5,5,5,3,5,5,-1,-1,-1,-1,3,-1,-1,-1,4,-1,4,-1,3,-1,-1,-1,-1,3,2,-1,-1,2,-1,-1,-1,-1,3,-1,4,4,4,5,5,3,3,5,5,2,3,2,1,3,3,3,5,4,4,5,5,2,4,-1,-1,5,-1,5,4,-1,-1,3,4,5,-1,285,1909
B,4,M,2,5, Weniger als 5 CHF, Bis 20 CHF,Android ,5,4,3,3,4,4,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,4,2,5,2,1,5,5,4,5,4,5,2,3,1,1,4,3,3,5,4,1,2,5,3,2,1,1,4,2,4,4,1,1,1,4,5,4,286,2463
B,4,W,1,5, Nichts, Bis 20 CHF,Android ,5,4,2,3,4,-1,-1,1,3,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,3,4,3,2,1,5,4,3,4,4,2,3,4,1,1,1,2,2,2,3,2,4,4,4,1,1,1,5,2,4,2,1,1,1,4,4,3,287,2499
B,6,M,1,5, Nichts, Bis 10 CHF,Android ,5,5,5,5,5,5,5,5,5,4,3,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,1,5,4,4,4,5,5,4,3,1,1,1,1,2,4,1,1,2,5,1,4,1,3,4,1,4,4,1,1,2,3,5,1,288,1931
B,5,W,1,4, Nichts, Nichts,Android ,5,4,1,4,4,5,5,4,3,5,-1,-1,-1,-1,-1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,3,4,5,4,4,4,5,4,-1,-1,-1,-1,4,4,4,4,-1,-1,5,5,4,4,-1,-1,4,3,4,4,-1,-1,-1,-1,5,-1,289,2272
B,5,W,1,2, Nichts, Weniger als 5 CHF,iPhone,5,4,1,4,4,5,5,5,1,5,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,4,4,5,5,2,4,1,3,4,4,1,1,5,3,4,5,4,1,5,4,4,4,1,1,4,4,4,1,1,1,1,3,5,1,290,1652
B,6,M,2,2, Bis 10 CHF, Bis 10 CHF,iPhone,5,5,5,5,5,5,5,4,5,5,5,4,2,3,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,2,3,5,4,3,2,2,5,2,4,2,3,2,2,2,5,3,5,4,5,4,2,4,2,3,2,2,2,2,3,2,5,4,4,291,1902
B,6,W,2,5,NA,NA,iPhone,5,3,5,5,5,5,3,5,4,5,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,2,4,4,5,3,1,1,1,4,4,5,5,5,1,3,4,5,2,292,1716
B,3,W,1,3, Weniger als 5 CHF,NA,Android ,5,5,1,5,3,5,5,5,4,4,1,1,1,1,1,1,1,1,1,5,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,5,2,2,5,5,3,2,2,5,2,3,2,2,2,4,5,5,1,1,3,5,3,4,1,1,4,2,5,2,1,2,3,3,4,3,293,2231
B,7,M,4,5, Bis 10 CHF, Weniger als 5 CHF,Android ,4,5,1,5,5,5,4,5,4,4,5,5,3,1,1,3,2,2,1,5,4,5,1,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,1,5,4,3,3,5,5,4,4,1,1,3,4,4,5,5,3,5,4,4,1,2,2,5,2,4,1,1,1,2,4,5,2,294,2030
B,4,W,3,4, Nichts, Bis 10 CHF,Android ,5,5,4,5,5,5,5,5,1,5,-1,-1,-1,4,-1,1,-1,-1,-1,5,-1,4,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,4,3,1,5,5,5,5,5,5,5,4,1,1,5,4,4,5,5,3,2,5,4,1,1,1,5,2,5,1,1,1,3,1,5,1,295,2266
B,5,M,4,4, Weniger als 5 CHF, Bis 20 CHF,Android ,5,5,-1,5,4,5,-1,4,4,5,4,-1,4,-1,-1,2,3,-1,-1,4,-1,4,-1,4,-1,-1,-1,-1,4,-1,4,-1,-1,-1,-1,-1,-1,3,-1,3,2,2,4,5,4,4,4,5,4,4,4,1,4,3,3,4,4,2,3,5,4,3,4,4,4,1,4,4,1,-1,3,3,5,4,296,1927
